id;issue;status;statusText;type;typeText;priority;priorityText;created;createdTimestamp;reporter;assignee;Acquittement;Résolution
131835;MANTMA-7;5;RESOLVED;8;Sub-task;5;Trivial;2014/01/23 11:31:24;1390473084000;mmartin;mmartin;0;19598000
131836;MANTMA-8;1;OPEN;8;Sub-task;3;Major;2014/01/23 11:32:49;1390473169000;mlavoine;mmartin;0;3635847332
